algs,dataset,weighted,optimized,accuracy,precision,recall,fscore,cv_mean,cv_std,runtime
(mnb_rf_mlp)_opt,contraceptive,False,True,0.53,0.54,0.47,0.46,0.53,0.01,1.86
(mnb_rf_mlp)_w,contraceptive,True,False,0.53,0.49,0.47,0.47,0.53,0.01,2.13
(mnb_rf_mlp),contraceptive,False,False,0.53,0.50,0.47,0.47,0.53,0.01,0.69
(svm_knn_mnb_rf_mlp)_w_opt,contraceptive,True,True,0.48,0.48,0.46,0.46,0.52,0.01,3.86
(svm_knn_mnb_rf_mlp)_opt,contraceptive,False,True,0.57,0.52,0.52,0.52,0.52,0.00,1.93
(svm_knn_mnb_rf_mlp)_w,contraceptive,True,False,0.50,0.51,0.47,0.47,0.53,0.01,2.22
(svm_knn_mnb_rf_mlp),contraceptive,False,False,0.55,0.52,0.50,0.50,0.52,0.01,0.78
(svm)_opt,autism,False,True,1.00,1.00,1.00,1.00,0.98,0.01,0.02
(svm),autism,False,False,0.99,0.99,0.97,0.98,0.98,0.02,0.02
(knn)_opt,autism,False,True,0.95,0.94,0.95,0.94,0.98,0.01,0.04
(knn),autism,False,False,0.96,0.94,0.98,0.96,0.98,0.01,0.04
(mnb)_opt,autism,False,True,0.89,0.84,0.87,0.85,0.98,0.01,0.01
(mnb),autism,False,False,0.87,0.83,0.83,0.83,0.98,0.01,0.01
(rf)_opt,autism,False,True,1.00,1.00,1.00,1.00,0.98,0.01,0.57
(rf),autism,False,False,1.00,1.00,1.00,1.00,0.97,0.01,0.08
(mlp)_opt,autism,False,True,0.97,0.95,0.98,0.96,0.98,0.01,0.35
(mlp),autism,False,False,0.97,0.96,0.98,0.97,0.98,0.01,0.34
(svm_knn_mnb)_w_opt,autism,True,True,0.99,1.00,0.99,0.99,0.98,0.01,0.08
(svm_knn_mnb)_opt,autism,False,True,0.98,0.98,0.97,0.97,0.98,0.01,0.06
(svm_knn_mnb)_w,autism,True,False,0.98,0.97,0.96,0.97,0.98,0.01,0.08
(svm_knn_mnb),autism,False,False,0.96,0.95,0.93,0.94,0.98,0.01,0.06
(svm_knn_rf)_w_opt,autism,True,True,1.00,1.00,1.00,1.00,0.97,0.02,0.87
(svm_knn_rf)_opt,autism,False,True,1.00,1.00,1.00,1.00,0.98,0.01,0.61
(svm_knn_rf)_w,autism,True,False,0.99,1.00,0.99,0.99,0.98,0.01,0.17
(svm_knn_rf),autism,False,False,1.00,1.00,1.00,1.00,0.98,0.01,0.13
(svm_knn_mlp)_w_opt,autism,True,True,0.96,0.95,0.95,0.95,0.98,0.01,1.08
(svm_knn_mlp)_opt,autism,False,True,0.98,0.97,0.98,0.97,0.98,0.01,0.39
(svm_knn_mlp)_w,autism,True,False,0.99,0.99,0.99,0.99,0.98,0.01,1.07
(svm_knn_mlp),autism,False,False,0.97,0.97,0.97,0.97,0.98,0.01,0.40
(svm_mnb_rf)_w_opt,autism,True,True,1.00,1.00,1.00,1.00,0.98,0.01,0.86
(svm_mnb_rf)_opt,autism,False,True,1.00,1.00,1.00,1.00,0.98,0.01,0.61
(svm_mnb_rf)_w,autism,True,False,0.99,1.00,0.99,0.99,0.98,0.01,0.14
(svm_mnb_rf),autism,False,False,0.99,1.00,0.99,0.99,0.98,0.01,0.09
(svm_mnb_mlp)_w_opt,autism,True,True,0.98,0.97,0.98,0.97,0.98,0.02,1.06
(svm_mnb_mlp)_opt,autism,False,True,0.99,0.99,1.00,0.99,0.98,0.01,0.37
(svm_mnb_mlp)_w,autism,True,False,0.99,0.96,0.99,0.98,0.98,0.01,1.05
(svm_mnb_mlp),autism,False,False,0.99,0.99,0.98,0.98,0.98,0.01,0.36
(svm_rf_mlp)_w_opt,autism,True,True,1.00,1.00,1.00,1.00,0.98,0.01,1.89
(svm_rf_mlp)_opt,autism,False,True,1.00,1.00,1.00,1.00,0.98,0.01,0.92
(svm_rf_mlp)_w,autism,True,False,1.00,1.00,1.00,1.00,0.98,0.01,1.13
(svm_rf_mlp),autism,False,False,1.00,1.00,1.00,1.00,0.98,0.01,0.43
(knn_mnb_rf)_w_opt,autism,True,True,0.99,0.99,0.97,0.98,0.98,0.01,0.86
(knn_mnb_rf)_opt,autism,False,True,0.97,0.98,0.95,0.97,0.98,0.01,0.61
(knn_mnb_rf)_w,autism,True,False,0.98,0.99,0.96,0.97,0.98,0.01,0.16
(knn_mnb_rf),autism,False,False,0.98,0.98,0.97,0.98,0.98,0.01,0.12
(knn_mnb_mlp)_w_opt,autism,True,True,0.96,0.96,0.92,0.94,0.98,0.01,1.08
(knn_mnb_mlp)_opt,autism,False,True,0.96,0.94,0.95,0.94,0.98,0.01,0.38
(knn_mnb_mlp)_w,autism,True,False,0.94,0.92,0.94,0.93,0.98,0.01,1.06
(knn_mnb_mlp),autism,False,False,0.95,0.93,0.94,0.94,0.98,0.01,0.38
(knn_rf_mlp)_w_opt,autism,True,True,1.00,1.00,1.00,1.00,0.98,0.01,1.86
(knn_rf_mlp)_opt,autism,False,True,0.99,0.99,0.99,0.99,0.98,0.01,0.94
(knn_rf_mlp)_w,autism,True,False,0.99,0.97,0.99,0.98,0.98,0.01,1.15
(knn_rf_mlp),autism,False,False,0.98,0.97,0.98,0.97,0.98,0.01,0.46
(mnb_rf_mlp)_w_opt,autism,True,True,0.98,0.98,0.97,0.97,0.98,0.01,1.79
(mnb_rf_mlp)_opt,autism,False,True,0.99,0.99,1.00,0.99,0.98,0.01,0.90
(mnb_rf_mlp)_w,autism,True,False,0.98,0.96,0.99,0.97,0.98,0.01,1.12
(mnb_rf_mlp),autism,False,False,0.98,0.98,0.97,0.97,0.98,0.01,0.41
(svm_knn_mnb_rf_mlp)_w_opt,autism,True,True,0.99,0.97,0.99,0.98,0.97,0.01,1.89
(svm_knn_mnb_rf_mlp)_opt,autism,False,True,0.99,0.99,0.99,0.99,0.98,0.01,0.97
(svm_knn_mnb_rf_mlp)_w,autism,True,False,0.99,0.98,0.98,0.98,0.98,0.01,1.18
(svm_knn_mnb_rf_mlp),autism,False,False,0.99,0.99,0.99,0.99,0.98,0.01,0.47
(svm)_opt,bankruptcy,False,True,1.00,1.00,1.00,1.00,0.96,0.02,0.01
(svm),bankruptcy,False,False,0.90,0.91,0.91,0.90,0.96,0.02,0.01
(knn)_opt,bankruptcy,False,True,1.00,1.00,1.00,1.00,0.95,0.02,0.02
(knn),bankruptcy,False,False,0.94,0.93,0.95,0.94,0.96,0.02,0.02
(mnb)_opt,bankruptcy,False,True,0.56,0.32,0.41,0.36,0.95,0.02,0.01
(mnb),bankruptcy,False,False,0.54,0.27,0.50,0.35,0.96,0.02,0.01
(rf)_opt,bankruptcy,False,True,1.00,1.00,1.00,1.00,0.96,0.02,0.24
(rf),bankruptcy,False,False,1.00,1.00,1.00,1.00,0.96,0.03,0.03
(mlp)_opt,bankruptcy,False,True,0.88,0.91,0.86,0.87,0.96,0.02,0.11
(mlp),bankruptcy,False,False,0.92,0.92,0.93,0.92,0.96,0.02,0.12
(svm_knn_mnb)_w_opt,bankruptcy,True,True,0.98,0.98,0.98,0.98,0.96,0.02,0.04
(svm_knn_mnb)_opt,bankruptcy,False,True,1.00,1.00,1.00,1.00,0.95,0.02,0.02
(svm_knn_mnb)_w,bankruptcy,True,False,1.00,1.00,1.00,1.00,0.96,0.02,0.04
(svm_knn_mnb),bankruptcy,False,False,0.96,0.96,0.97,0.96,0.96,0.02,0.02
(svm_knn_rf)_w_opt,bankruptcy,True,True,1.00,1.00,1.00,1.00,0.96,0.02,0.48
(svm_knn_rf)_opt,bankruptcy,False,True,1.00,1.00,1.00,1.00,0.95,0.02,0.25
(svm_knn_rf)_w,bankruptcy,True,False,1.00,1.00,1.00,1.00,0.95,0.02,0.08
(svm_knn_rf),bankruptcy,False,False,1.00,1.00,1.00,1.00,0.95,0.02,0.05
(svm_knn_mlp)_w_opt,bankruptcy,True,True,0.98,0.98,0.98,0.98,0.95,0.02,0.41
(svm_knn_mlp)_opt,bankruptcy,False,True,1.00,1.00,1.00,1.00,0.96,0.02,0.13
(svm_knn_mlp)_w,bankruptcy,True,False,0.98,0.98,0.98,0.98,0.96,0.02,0.43
(svm_knn_mlp),bankruptcy,False,False,0.98,0.98,0.98,0.98,0.96,0.01,0.14
(svm_mnb_rf)_w_opt,bankruptcy,True,True,1.00,1.00,1.00,1.00,0.95,0.02,0.48
(svm_mnb_rf)_opt,bankruptcy,False,True,1.00,1.00,1.00,1.00,0.97,0.03,0.25
(svm_mnb_rf)_w,bankruptcy,True,False,1.00,1.00,1.00,1.00,0.96,0.02,0.07
(svm_mnb_rf),bankruptcy,False,False,0.98,0.98,0.98,0.98,0.95,0.01,0.04
(svm_mnb_mlp)_w_opt,bankruptcy,True,True,0.92,0.94,0.89,0.91,0.95,0.02,0.44
(svm_mnb_mlp)_opt,bankruptcy,False,True,0.96,0.96,0.96,0.96,0.95,0.02,0.12
(svm_mnb_mlp)_w,bankruptcy,True,False,0.94,0.94,0.94,0.94,0.95,0.02,0.41
(svm_mnb_mlp),bankruptcy,False,False,0.88,0.86,0.90,0.87,0.95,0.01,0.12
(svm_rf_mlp)_w_opt,bankruptcy,True,True,1.00,1.00,1.00,1.00,0.95,0.01,0.86
(svm_rf_mlp)_opt,bankruptcy,False,True,1.00,1.00,1.00,1.00,0.96,0.02,0.35
(svm_rf_mlp)_w,bankruptcy,True,False,0.88,0.88,0.88,0.88,0.97,0.03,0.46
(svm_rf_mlp),bankruptcy,False,False,0.94,0.93,0.95,0.94,0.96,0.02,0.15
(knn_mnb_rf)_w_opt,bankruptcy,True,True,1.00,1.00,1.00,1.00,0.96,0.03,0.47
(knn_mnb_rf)_opt,bankruptcy,False,True,1.00,1.00,1.00,1.00,0.95,0.02,0.25
(knn_mnb_rf)_w,bankruptcy,True,False,1.00,1.00,1.00,1.00,0.95,0.01,0.08
(knn_mnb_rf),bankruptcy,False,False,1.00,1.00,1.00,1.00,0.96,0.02,0.05
(knn_mnb_mlp)_w_opt,bankruptcy,True,True,0.86,0.88,0.85,0.86,0.95,0.01,0.41
(knn_mnb_mlp)_opt,bankruptcy,False,True,0.94,0.94,0.94,0.94,0.95,0.02,0.13
(knn_mnb_mlp)_w,bankruptcy,True,False,0.90,0.91,0.87,0.89,0.96,0.02,0.41
(knn_mnb_mlp),bankruptcy,False,False,0.92,0.94,0.90,0.92,0.96,0.02,0.13
(knn_rf_mlp)_w_opt,bankruptcy,True,True,0.96,0.95,0.97,0.96,0.95,0.02,0.85
(knn_rf_mlp)_opt,bankruptcy,False,True,0.98,0.98,0.98,0.98,0.95,0.01,0.36
(knn_rf_mlp)_w,bankruptcy,True,False,0.98,0.98,0.98,0.98,0.96,0.02,0.46
(knn_rf_mlp),bankruptcy,False,False,0.96,0.95,0.97,0.96,0.96,0.02,0.16
(mnb_rf_mlp)_w_opt,bankruptcy,True,True,0.98,0.99,0.97,0.98,0.95,0.02,0.84
(mnb_rf_mlp)_opt,bankruptcy,False,True,0.90,0.88,0.89,0.88,0.95,0.02,0.35
(mnb_rf_mlp)_w,bankruptcy,True,False,0.94,0.95,0.93,0.94,0.96,0.02,0.45
(mnb_rf_mlp),bankruptcy,False,False,0.98,0.98,0.98,0.98,0.95,0.02,0.15
(svm_knn_mnb_rf_mlp)_w_opt,bankruptcy,True,True,1.00,1.00,1.00,1.00,0.96,0.02,0.87
(svm_knn_mnb_rf_mlp)_opt,bankruptcy,False,True,1.00,1.00,1.00,1.00,0.95,0.02,0.38
(svm_knn_mnb_rf_mlp)_w,bankruptcy,True,False,0.98,0.97,0.99,0.98,0.96,0.03,0.47
(svm_knn_mnb_rf_mlp),bankruptcy,False,False,0.98,0.98,0.98,0.98,0.95,0.02,0.17
(svm)_opt,breast_cancer,False,True,0.95,0.95,0.95,0.95,0.96,0.02,0.02
(svm),breast_cancer,False,False,0.98,0.97,0.98,0.98,0.96,0.02,0.01
(knn)_opt,breast_cancer,False,True,0.94,0.93,0.94,0.93,0.96,0.02,0.04
(knn),breast_cancer,False,False,0.94,0.93,0.94,0.93,0.96,0.02,0.04
(mnb)_opt,breast_cancer,False,True,0.91,0.93,0.88,0.90,0.95,0.02,0.01
(mnb),breast_cancer,False,False,0.88,0.88,0.86,0.86,0.96,0.02,0.01
(rf)_opt,breast_cancer,False,True,0.97,0.96,0.97,0.97,0.95,0.02,0.55
(rf),breast_cancer,False,False,0.96,0.96,0.95,0.95,0.96,0.02,0.08
(mlp)_opt,breast_cancer,False,True,0.96,0.96,0.95,0.95,0.96,0.02,0.31
(mlp),breast_cancer,False,False,0.99,0.99,0.99,0.99,0.96,0.02,0.29
(svm_knn_mnb)_w_opt,breast_cancer,True,True,0.97,0.96,0.97,0.97,0.95,0.02,0.08
(svm_knn_mnb)_opt,breast_cancer,False,True,0.95,0.95,0.93,0.94,0.96,0.02,0.06
(svm_knn_mnb)_w,breast_cancer,True,False,0.98,0.98,0.97,0.98,0.96,0.02,0.07
(svm_knn_mnb),breast_cancer,False,False,0.97,0.96,0.97,0.97,0.96,0.02,0.05
(svm_knn_rf)_w_opt,breast_cancer,True,True,0.98,0.98,0.97,0.97,0.96,0.02,0.86
(svm_knn_rf)_opt,breast_cancer,False,True,0.98,0.98,0.97,0.98,0.95,0.02,0.62
(svm_knn_rf)_w,breast_cancer,True,False,0.98,0.98,0.97,0.98,0.95,0.02,0.17
(svm_knn_rf),breast_cancer,False,False,0.99,0.98,0.99,0.98,0.96,0.02,0.12
(svm_knn_mlp)_w_opt,breast_cancer,True,True,0.95,0.95,0.93,0.94,0.95,0.02,0.95
(svm_knn_mlp)_opt,breast_cancer,False,True,0.96,0.96,0.97,0.96,0.96,0.02,0.34
(svm_knn_mlp)_w,breast_cancer,True,False,0.96,0.95,0.97,0.96,0.96,0.02,0.89
(svm_knn_mlp),breast_cancer,False,False,0.94,0.93,0.95,0.94,0.95,0.02,0.35
(svm_mnb_rf)_w_opt,breast_cancer,True,True,0.96,0.96,0.96,0.96,0.95,0.02,0.83
(svm_mnb_rf)_opt,breast_cancer,False,True,0.96,0.96,0.95,0.95,0.96,0.02,0.57
(svm_mnb_rf)_w,breast_cancer,True,False,0.97,0.97,0.97,0.97,0.95,0.02,0.13
(svm_mnb_rf),breast_cancer,False,False,0.96,0.96,0.95,0.96,0.95,0.02,0.09
(svm_mnb_mlp)_w_opt,breast_cancer,True,True,0.94,0.94,0.93,0.94,0.96,0.02,0.88
(svm_mnb_mlp)_opt,breast_cancer,False,True,0.99,0.99,0.99,0.99,0.96,0.02,0.29
(svm_mnb_mlp)_w,breast_cancer,True,False,0.96,0.96,0.96,0.96,0.96,0.02,0.86
(svm_mnb_mlp),breast_cancer,False,False,0.98,0.97,0.98,0.98,0.95,0.02,0.30
(svm_rf_mlp)_w_opt,breast_cancer,True,True,0.95,0.95,0.94,0.94,0.95,0.02,1.74
(svm_rf_mlp)_opt,breast_cancer,False,True,0.96,0.96,0.95,0.95,0.96,0.02,0.83
(svm_rf_mlp)_w,breast_cancer,True,False,0.96,0.95,0.97,0.96,0.96,0.02,0.97
(svm_rf_mlp),breast_cancer,False,False,0.98,0.97,0.98,0.98,0.96,0.02,0.37
(knn_mnb_rf)_w_opt,breast_cancer,True,True,0.97,0.97,0.97,0.97,0.95,0.02,0.83
(knn_mnb_rf)_opt,breast_cancer,False,True,0.98,0.97,0.98,0.98,0.96,0.02,0.60
(knn_mnb_rf)_w,breast_cancer,True,False,0.96,0.95,0.96,0.95,0.96,0.02,0.17
(knn_mnb_rf),breast_cancer,False,False,0.99,0.98,0.98,0.98,0.95,0.02,0.12
(knn_mnb_mlp)_w_opt,breast_cancer,True,True,0.98,0.98,0.97,0.98,0.96,0.02,0.91
(knn_mnb_mlp)_opt,breast_cancer,False,True,0.96,0.95,0.96,0.95,0.95,0.02,0.35
(knn_mnb_mlp)_w,breast_cancer,True,False,0.96,0.96,0.96,0.96,0.96,0.02,0.95
(knn_mnb_mlp),breast_cancer,False,False,0.98,0.98,0.98,0.98,0.96,0.02,0.29
(knn_rf_mlp)_w_opt,breast_cancer,True,True,0.98,0.98,0.98,0.98,0.96,0.02,1.68
(knn_rf_mlp)_opt,breast_cancer,False,True,0.95,0.94,0.95,0.95,0.95,0.02,0.86
(knn_rf_mlp)_w,breast_cancer,True,False,0.95,0.93,0.96,0.94,0.95,0.02,1.00
(knn_rf_mlp),breast_cancer,False,False,0.96,0.95,0.97,0.96,0.95,0.02,0.40
(mnb_rf_mlp)_w_opt,breast_cancer,True,True,0.95,0.95,0.93,0.94,0.95,0.02,1.63
(mnb_rf_mlp)_opt,breast_cancer,False,True,0.96,0.96,0.95,0.95,0.95,0.03,0.82
(mnb_rf_mlp)_w,breast_cancer,True,False,0.94,0.95,0.91,0.93,0.95,0.02,0.95
(mnb_rf_mlp),breast_cancer,False,False,0.98,0.97,0.98,0.98,0.95,0.02,0.37
(svm_knn_mnb_rf_mlp)_w_opt,breast_cancer,True,True,0.97,0.96,0.96,0.96,0.96,0.02,1.70
(svm_knn_mnb_rf_mlp)_opt,breast_cancer,False,True,0.98,0.98,0.98,0.98,0.96,0.02,0.88
(svm_knn_mnb_rf_mlp)_w,breast_cancer,True,False,0.95,0.94,0.94,0.94,0.96,0.02,1.01
(svm_knn_mnb_rf_mlp),breast_cancer,False,False,0.99,0.99,0.99,0.99,0.95,0.02,0.40
(svm)_opt,horse,False,True,0.83,0.81,0.81,0.81,0.85,0.01,0.01
(svm),horse,False,False,0.80,0.79,0.84,0.79,0.84,0.02,0.01
(knn)_opt,horse,False,True,0.85,0.83,0.85,0.84,0.86,0.01,0.02
(knn),horse,False,False,0.83,0.83,0.83,0.83,0.86,0.01,0.02
(mnb)_opt,horse,False,True,0.77,0.76,0.75,0.75,0.84,0.02,0.01
(mnb),horse,False,False,0.88,0.90,0.84,0.86,0.84,0.02,0.01
(rf)_opt,horse,False,True,0.85,0.83,0.80,0.81,0.85,0.02,0.28
(rf),horse,False,False,0.83,0.86,0.82,0.82,0.84,0.02,0.04
(mlp)_opt,horse,False,True,0.88,0.87,0.89,0.88,0.85,0.02,0.09
(mlp),horse,False,False,0.85,0.84,0.81,0.82,0.85,0.02,0.09
(svm_knn_mnb)_w_opt,horse,True,True,0.87,0.86,0.84,0.85,0.86,0.02,0.05
(svm_knn_mnb)_opt,horse,False,True,0.83,0.83,0.80,0.81,0.85,0.02,0.04
(svm_knn_mnb)_w,horse,True,False,0.83,0.82,0.80,0.81,0.85,0.01,0.05
(svm_knn_mnb),horse,False,False,0.83,0.81,0.81,0.81,0.85,0.01,0.03
(svm_knn_rf)_w_opt,horse,True,True,0.87,0.87,0.86,0.86,0.85,0.02,0.57
(svm_knn_rf)_opt,horse,False,True,0.87,0.83,0.83,0.83,0.85,0.00,0.31
(svm_knn_rf)_w,horse,True,False,0.83,0.83,0.83,0.83,0.85,0.01,0.10
(svm_knn_rf),horse,False,False,0.87,0.90,0.85,0.86,0.85,0.01,0.06
(svm_knn_mlp)_w_opt,horse,True,True,0.82,0.82,0.80,0.80,0.85,0.02,0.49
(svm_knn_mlp)_opt,horse,False,True,0.88,0.87,0.88,0.87,0.85,0.02,0.10
(svm_knn_mlp)_w,horse,True,False,0.83,0.87,0.81,0.82,0.85,0.01,0.55
(svm_knn_mlp),horse,False,False,0.80,0.79,0.81,0.79,0.85,0.01,0.13
(svm_mnb_rf)_w_opt,horse,True,True,0.82,0.85,0.81,0.81,0.86,0.01,0.55
(svm_mnb_rf)_opt,horse,False,True,0.85,0.77,0.87,0.80,0.85,0.02,0.30
(svm_mnb_rf)_w,horse,True,False,0.77,0.75,0.73,0.74,0.85,0.01,0.15
(svm_mnb_rf),horse,False,False,0.83,0.85,0.81,0.82,0.85,0.01,0.06
(svm_mnb_mlp)_w_opt,horse,True,True,0.90,0.91,0.86,0.88,0.85,0.01,0.48
(svm_mnb_mlp)_opt,horse,False,True,0.83,0.84,0.81,0.82,0.85,0.01,0.13
(svm_mnb_mlp)_w,horse,True,False,0.83,0.83,0.79,0.81,0.85,0.02,0.46
(svm_mnb_mlp),horse,False,False,0.80,0.78,0.79,0.78,0.85,0.02,0.10
(svm_rf_mlp)_w_opt,horse,True,True,0.87,0.87,0.84,0.85,0.85,0.01,0.94
(svm_rf_mlp)_opt,horse,False,True,0.88,0.88,0.88,0.88,0.85,0.02,0.44
(svm_rf_mlp)_w,horse,True,False,0.82,0.81,0.79,0.80,0.86,0.01,0.50
(svm_rf_mlp),horse,False,False,0.90,0.88,0.88,0.88,0.85,0.02,0.22
(knn_mnb_rf)_w_opt,horse,True,True,0.85,0.85,0.82,0.83,0.84,0.02,0.54
(knn_mnb_rf)_opt,horse,False,True,0.80,0.81,0.76,0.77,0.86,0.01,0.30
(knn_mnb_rf)_w,horse,True,False,0.83,0.85,0.79,0.81,0.85,0.02,0.10
(knn_mnb_rf),horse,False,False,0.78,0.77,0.73,0.75,0.84,0.02,0.06
(knn_mnb_mlp)_w_opt,horse,True,True,0.85,0.84,0.84,0.84,0.85,0.01,0.53
(knn_mnb_mlp)_opt,horse,False,True,0.80,0.77,0.77,0.77,0.85,0.01,0.10
(knn_mnb_mlp)_w,horse,True,False,0.93,0.94,0.92,0.93,0.85,0.02,0.52
(knn_mnb_mlp),horse,False,False,0.80,0.82,0.80,0.80,0.86,0.01,0.10
(knn_rf_mlp)_w_opt,horse,True,True,0.85,0.80,0.79,0.80,0.86,0.01,0.96
(knn_rf_mlp)_opt,horse,False,True,0.83,0.85,0.79,0.81,0.86,0.01,0.40
(knn_rf_mlp)_w,horse,True,False,0.78,0.76,0.79,0.77,0.84,0.02,0.53
(knn_rf_mlp),horse,False,False,0.77,0.76,0.74,0.74,0.84,0.02,0.17
(mnb_rf_mlp)_w_opt,horse,True,True,0.75,0.75,0.73,0.74,0.85,0.01,1.02
(mnb_rf_mlp)_opt,horse,False,True,0.83,0.81,0.79,0.79,0.85,0.01,0.41
(mnb_rf_mlp)_w,horse,True,False,0.83,0.81,0.79,0.80,0.85,0.00,0.55
(mnb_rf_mlp),horse,False,False,0.80,0.80,0.75,0.76,0.85,0.01,0.15
(svm_knn_mnb_rf_mlp)_w_opt,horse,True,True,0.87,0.86,0.86,0.86,0.85,0.00,1.00
(svm_knn_mnb_rf_mlp)_opt,horse,False,True,0.87,0.86,0.84,0.85,0.85,0.02,0.39
(svm_knn_mnb_rf_mlp)_w,horse,True,False,0.87,0.88,0.85,0.86,0.85,0.02,0.57
(svm_knn_mnb_rf_mlp),horse,False,False,0.82,0.81,0.76,0.78,0.85,0.01,0.18
(svm)_opt,hr,False,True,0.96,0.95,0.94,0.94,0.96,0.00,0.09
(svm),hr,False,False,0.79,0.86,0.59,0.59,0.96,0.00,0.06
(knn)_opt,hr,False,True,0.95,0.93,0.94,0.93,0.96,0.00,0.11
(knn),hr,False,False,0.93,0.89,0.92,0.90,0.97,0.00,0.11
(mnb)_opt,hr,False,True,0.75,0.38,0.50,0.43,0.96,0.00,0.02
(mnb),hr,False,False,0.75,0.37,0.50,0.43,0.96,0.00,0.02
(rf)_opt,hr,False,True,0.97,0.97,0.95,0.96,0.96,0.00,1.52
(rf),hr,False,False,0.97,0.97,0.94,0.95,0.96,0.00,0.20
(mlp)_opt,hr,False,True,0.95,0.94,0.94,0.94,0.96,0.00,0.80
(mlp),hr,False,False,0.95,0.93,0.93,0.93,0.97,0.00,0.83
(svm_knn_mnb)_w_opt,hr,True,True,0.94,0.94,0.91,0.92,0.96,0.00,0.38
(svm_knn_mnb)_opt,hr,False,True,0.95,0.94,0.91,0.92,0.96,0.00,0.22
(svm_knn_mnb)_w,hr,True,False,0.77,0.88,0.60,0.59,0.96,0.00,0.26
(svm_knn_mnb),hr,False,False,0.79,0.89,0.60,0.61,0.97,0.00,0.18
(svm_knn_rf)_w_opt,hr,True,True,0.96,0.95,0.93,0.94,0.96,0.00,2.28
(svm_knn_rf)_opt,hr,False,True,0.96,0.94,0.96,0.95,0.97,0.00,1.71
(svm_knn_rf)_w,hr,True,False,0.95,0.96,0.91,0.93,0.96,0.00,0.50
(svm_knn_rf),hr,False,False,0.96,0.95,0.92,0.94,0.96,0.00,0.37
(svm_knn_mlp)_w_opt,hr,True,True,0.94,0.93,0.92,0.92,0.97,0.00,2.82
(svm_knn_mlp)_opt,hr,False,True,0.96,0.95,0.94,0.95,0.97,0.00,1.01
(svm_knn_mlp)_w,hr,True,False,0.96,0.97,0.94,0.95,0.96,0.00,2.63
(svm_knn_mlp),hr,False,False,0.95,0.93,0.93,0.93,0.97,0.00,0.97
(svm_mnb_rf)_w_opt,hr,True,True,0.97,0.98,0.95,0.97,0.96,0.00,2.13
(svm_mnb_rf)_opt,hr,False,True,0.96,0.97,0.94,0.96,0.96,0.00,1.61
(svm_mnb_rf)_w,hr,True,False,0.81,0.90,0.64,0.66,0.96,0.00,0.38
(svm_mnb_rf),hr,False,False,0.81,0.88,0.60,0.62,0.97,0.00,0.28
(svm_mnb_mlp)_w_opt,hr,True,True,0.96,0.96,0.93,0.95,0.96,0.00,2.67
(svm_mnb_mlp)_opt,hr,False,True,0.95,0.95,0.94,0.94,0.96,0.00,0.89
(svm_mnb_mlp)_w,hr,True,False,0.79,0.83,0.59,0.60,0.96,0.00,2.62
(svm_mnb_mlp),hr,False,False,0.79,0.89,0.57,0.56,0.96,0.00,0.89
(svm_rf_mlp)_w_opt,hr,True,True,0.96,0.96,0.94,0.95,0.97,0.00,4.55
(svm_rf_mlp)_opt,hr,False,True,0.96,0.96,0.95,0.95,0.96,0.00,2.34
(svm_rf_mlp)_w,hr,True,False,0.96,0.96,0.90,0.93,0.96,0.00,3.14
(svm_rf_mlp),hr,False,False,0.96,0.96,0.93,0.94,0.96,0.00,1.04
(knn_mnb_rf)_w_opt,hr,True,True,0.96,0.97,0.93,0.95,0.96,0.00,1.97
(knn_mnb_rf)_opt,hr,False,True,0.97,0.97,0.95,0.96,0.96,0.00,1.88
(knn_mnb_rf)_w,hr,True,False,0.96,0.98,0.93,0.95,0.96,0.00,0.39
(knn_mnb_rf),hr,False,False,0.97,0.98,0.94,0.96,0.97,0.00,0.33
(knn_mnb_mlp)_w_opt,hr,True,True,0.96,0.94,0.94,0.94,0.96,0.00,2.59
(knn_mnb_mlp)_opt,hr,False,True,0.94,0.93,0.90,0.92,0.96,0.00,0.97
(knn_mnb_mlp)_w,hr,True,False,0.95,0.95,0.92,0.93,0.96,0.00,2.52
(knn_mnb_mlp),hr,False,False,0.94,0.95,0.91,0.93,0.96,0.00,0.90
(knn_rf_mlp)_w_opt,hr,True,True,0.95,0.94,0.93,0.94,0.96,0.00,4.36
(knn_rf_mlp)_opt,hr,False,True,0.95,0.94,0.93,0.93,0.96,0.00,2.42
(knn_rf_mlp)_w,hr,True,False,0.97,0.98,0.95,0.96,0.96,0.00,2.85
(knn_rf_mlp),hr,False,False,0.96,0.95,0.95,0.95,0.96,0.00,1.10
(mnb_rf_mlp)_w_opt,hr,True,True,0.97,0.97,0.95,0.96,0.96,0.00,4.28
(mnb_rf_mlp)_opt,hr,False,True,0.96,0.97,0.94,0.95,0.96,0.00,2.40
(mnb_rf_mlp)_w,hr,True,False,0.97,0.98,0.94,0.96,0.97,0.00,2.69
(mnb_rf_mlp),hr,False,False,0.96,0.97,0.92,0.94,0.96,0.00,1.00
(svm_knn_mnb_rf_mlp)_w_opt,hr,True,True,0.96,0.94,0.93,0.94,0.97,0.00,4.56
(svm_knn_mnb_rf_mlp)_opt,hr,False,True,0.96,0.95,0.94,0.94,0.96,0.00,2.49
(svm_knn_mnb_rf_mlp)_w,hr,True,False,0.96,0.96,0.92,0.94,0.96,0.00,2.90
(svm_knn_mnb_rf_mlp),hr,False,False,0.96,0.97,0.94,0.95,0.96,0.00,1.15
(svm)_opt,english,False,True,0.42,0.41,0.42,0.40,0.53,0.06,0.01
